mots,occurrences
france,61
euro,45
part,33
français,32
année,31
venir,28
bien,26
europe,26
faire,25
nation,25
monde,23
avenir,23
compatriotes,21
main,21
fort,21
etat,20
nouvel,20
solidarité,19
parti,19
heure,18
pays,18
nouvelle,17
emploi,17
jour,16
temps,15
homme,15
rendre,14
progrès,14
public,14
ensemble,13
souhaite,13
crée,13
chance,13
change,13
forme,13
ambition,12
sécurité,12
confiance,12
porte,12
social,12
grand,12
bonne,12
voir,12
garant,12
respect,12
prendre,11
force,11
pris,11
soir,11
jeune,11
vivre,11
initiative,10
jamais,10
jeunes,10
hommes,10
république,10
pense,10
national,10
dépend,9
créer,9
nouvelles,9
commun,9
forte,9
exige,9
liberté,9
intérêt,9
nationale,9
fais,9
siècle,9
prise,9
donne,9
seul,9
travail,8
certains,8
enfants,8
vrai,8
davantage,8
moment,8
mettre,8
énergie,8
européen,8
histoire,8
valeurs,8
heureuse,8
courage,8
publics,8
française,8
chaleur,8
avance,8
rang,8
service,7
construire,7
chômage,7
longue,7
sociale,7
face,7
aujourd,7
paix,7
devons,7
forts,7
esprit,7
mieux,7
donner,7
activité,7
réforme,7
grande,7
difficile,7
ouvert,7
étranger,7
trouver,7
voeu,7
riche,7
réussir,7
permet,7
lois,7
premier,6
action,6
gouvernement,6
crise,6
intérêts,6
particuliers,6
adapter,6
dialogue,6
responsabilité,6
volonté,6
preuve,6
peuple,6
fier,6
emplois,6
initiatives,6
doivent,6
partie,6
nécessaire,6
place,6
coeur,6
irons,6
vois,6
voeux,6
reste,6
entreprise,6
faisons,6
nouveau,6
cohésion,6
droit,6
libertés,6
effort,6
société,6
avancer,6
famille,6
responsable,6
riches,6
culture,6
bord,6
quotidien,6
science,6
utile,6
humain,6
unie,5
ordre,5
économie,5
protection,5
possible,5
comprendre,5
éducation,5
énergies,5
croissance,5
pouvons,5
rôle,5
projet,5
femmes,5
pensée,5
justice,5
chemin,5
exclus,5
agir,5
prises,5
école,5
tire,5
capable,5
vite,5
dignité,5
évolution,5
violence,5
choix,5
métropole,5
charge,5
sait,5
démocratie,5
vivant,5
joie,5
mondialisation,5
meilleur,5
unité,5
environnement,5
humaine,5
recule,5
défi,5
dernier,4
juste,4
républicain,4
forces,4
difficiles,4
lutte,4
contrat,4
entreprises,4
exclusion,4
voulu,4
efficace,4
demain,4
compte,4
habitude,4
appelle,4
simplement,4
efforts,4
puissance,4
économique,4
européenne,4
difficulté,4
espoir,4
préserver,4
loin,4
fraternité,4
heures,4
pourtant,4
autrement,4
voudrais,4
vitalité,4
chances,4
garantir,4
profit,4
vivante,4
reculer,4
ouvrir,4
professionnel,4
association,4
suscite,4
quotidienne,4
parle,4
évolutions,4
choses,4
modernité,4
heureux,4
seuls,4
politique,4
seulement,4
voit,4
citoyens,4
fiers,4
réalité,4
communauté,4
combat,4
changer,4
leuro,4
ouvre,4
prix,4
planète,4
raison,4
convictions,4
épreuve,4
élan,4
aide,4
sens,4
exigence,4
conscience,4
maintenant,4
qualité,4
invente,4
débat,4
cité,4
pouvoir,4
exception,4
devoir,4
ministre,3
entier,3
priorité,3
cours,3
attendre,3
facile,3
réformes,3
longtemps,3
pouvoirs,3
naître,3
tirer,3
première,3
vrais,3
problèmes,3
poser,3
mobilisation,3
retrouver,3
leçon,3
espérance,3
sérénité,3
ferons,3
atouts,3
meilleurs,3
qualifiés,3
formidable,3
capacité,3
impôts,3
joue,3
continent,3
veut,3
partenaires,3
faveur,3
fraternelle,3
aborder,3
identité,3
devoirs,3
fidèle,3
défendre,3
débats,3
professionnelle,3
limite,3
créent,3
libérer,3
accueillante,3
exemple,3
technologies,3
engage,3
apaisée,3
demande,3
rester,3
soient,3
pire,3
poursuivre,3
combien,3
nécessaires,3
général,3
condition,3
réussirons,3
décembre,3
malades,3
peine,3
lavenir,3
rassemblée,3
nest,3
règles,3
richesse,3
chaleureux,3
enthousiasme,3
connaissance,3
plein,3
inventer,3
époque,3
écoute,3
projets,3
habitudes,3
formation,3
aventure,3
autorité,3
égalité,3
besoin,3
sachons,3
émotion,3
tendue,3
certaine,3
présent,3
affirme,3
naturel,3
entraide,3
mesure,3
aura,3
accepte,3
veille,3
adresse,3
terre,3
mondiale,3
profite,3
parent,3
solutions,3
difficultés,3
sente,3
particulière,3
source,3
études,3
voulez,3
respectueuse,2
pacte,2
voulons,2
hommage,2
courageuse,2
mois,2
richesses,2
durée,2
petites,2
fracture,2
personnes,2
décidé,2
léguer,2
accessible,2
péril,2
gardien,2
venons,2
inquiétudes,2
manque,2
quotidiennes,2
doutes,2
espoirs,2
remettre,2
bouger,2
défense,2
concertation,2
associations,2
écouter,2
insertion,2
crises,2
montré,2
levés,2
imagination,2
saine,2
adaptation,2
mobilisé,2
investissement,2
demandé,2
suppose,2
important,2
prouver,2
prenant,2
fortes,2
garantit,2
union,2
raisons,2
souffrent,2
quartiers,2
favorisés,2
libre,2
épreuves,2
assumer,2
message,2
passé,2
rencontre,2
engagent,2
patrimoine,2
former,2
traverse,2
interrogations,2
diversité,2
fondent,2
train,2
existent,2
dynamisme,2
période,2
déficits,2
rapport,2
objectif,2
logement,2
penser,2
moderne,2
grandes,2
construisons,2
internationale,2
essentiel,2
allant,2
prêts,2
entrepreneurs,2
sociaux,2
invite,2
collectivité,2
locale,2
atteinte,2
anticiper,2
conduire,2
accepter,2
dépendent,2
jouons,2
inventif,2
dentre,2
dautres,2
chaleureuse,2
majorité,2
letat,2
desquelles,2
échanges,2
mentalités,2
possibilités,2
dabord,2
écoles,2
limites,2
aujourdhui,2
jouer,2
responsabilités,2
tolérance,2
laddition,2
querelles,2
dêtre,2
patrie,2
leurope,2
assurer,2
prospérité,2
conditions,2
puissions,2
frappe,2
drame,2
retrouvailles,2
soutien,2
occasion,2
frontière,2
peuples,2
droits,2
promesse,2
victimes,2
centrale,2
régions,2
vécu,2
récemment,2
côtés,2
amérique,2
marche,2
savons,2
allons,2
permettre,2
talents,2
arrière,2
collectif,2
lemploi,2
cartes,2
stabilité,2
incertain,2
baisser,2
intégration,2
biens,2
constate,2
soif,2
oeuvre,2
vient,2
sujets,2
affection,2
exprimer,2
jours,2
tempête,2
exceptionnel,2
services,2
acquis,2
cause,2
appartient,2
portes,2
sentiment,2
achève,2
démocratique,2
tragédies,2
guerres,2
importe,2
événements,2
repos,2
mène,2
domaine,2
grandir,2
maîtrisée,2
aspirations,2
certaines,2
désir,2
gardons,2
génie,2
propre,2
changement,2
couleurs,2
solidaire,2
françaises,2
franchir,2
fragilité,2
santé,2
prenez,2
bénéficie,2
injustice,2
incompréhension,2
suscitent,2
indispensable,2
citoyenneté,2
voisin,2
nouveaux,2
emporte,2
mettant,2
nées,2
vision,2
horizon,2
réel,2
exporte,2
retraites,2
situation,2
ouvrent,2
peurs,2
idée,2
désormais,2
moments,2
rassemble,2
souvenir,2
monnaie,2
progresse,2
touché,2
participe,2
rempli,2
achat,2
gagne,2
liée,2
idéal,2
valorise,2
respectant,2
viennent,2
menacée,2
insécurité,2
mouvement,2
mets,1
menée,1
circonstances,1
particulièrement,1
remettons,1
finances,1
publiques,1
créatrice,1
menons,1
aidons,1
moyennes,1
développer,1
inséparable,1
refuse,1
programme,1
milliers,1
logements,1
démunis,1
prestation,1
garantira,1
autonomie,1
âgées,1
dépendantes,1
détruire,1
garder,1
traverser,1
rappelé,1
lumière,1
différées,1
révélé,1
éloignés,1
réalités,1
réponses,1
accroissement,1
contributions,1
éveiller,1
élection,1
déçus,1
leçons,1
gouverner,1
esquiver,1
pansements,1
blessures,1
soigne,1
délai,1
système,1
voulions,1
contraintes,1
compétitition,1
planétaire,1
susciter,1
changera,1
considération,1
explication,1
interlocuteurs,1
syndicats,1
organisations,1
professionnelles,1
apprenions,1
réformer,1
négocié,1
aménagement,1
réduction,1
embauche,1
révélateurs,1
semaines,1
exemplaires,1
millions,1
déployant,1
arriver,1
saluer,1
attentats,1
frappé,1
donnant,1
quatrième,1
compétitives,1
orienter,1
pied,1
étrier,1
tirant,1
encourager,1
mesures,1
relancer,1
soutenir,1
recourir,1
augmentations,1
sociales,1
diminuer,1
comprenez,1
vigoureuse,1
respectés,1
yougoslavie,1
longues,1
années,1
rétablir,1
veillerai,1
attentive,1
réponde,1
fasse,1
insistance,1
conseil,1
madrid,1
doutent,1
profonde,1
détresse,1
soumettre,1
parlement,1
attaquera,1
racines,1
puisse,1
héritiers,1
envié,1
traversé,1
forgé,1
ferme,1
porteur,1
regarde,1
sombres,1
glorieuses,1
décidée,1
choisi,1
soirée,1
chaleureusement,1
sereine,1
début,1
confiant,1
modernise,1
mobilisent,1
impressionné,1
déplacements,1
culturel,1
gérer,1
lutter,1
illettrisme,1
ambitions,1
communes,1
passionnés,1
surprendre,1
dirai,1
question,1
blocages,1
sortie,1
immobilisme,1
vivions,1
crédit,1
dettes,1
refusions,1
perdait,1
voix,1
finalement,1
évidemment,1
armée,1
ville,1
chômeurs,1
université,1
lancée,1
réussite,1
conception,1
dépenser,1
argent,1
contribuables,1
territoire,1
indépendance,1
favoriser,1
étouffer,1
investissent,1
recrutent,1
exportent,1
sorte,1
réussisse,1
entrée,1
restant,1
compétition,1
marquons,1
points,1
savent,1
performante,1
exportons,1
exporté,1
faible,1
repart,1
demandent,1
simplifiant,1
réglementations,1
formalités,1
paperasserie,1
amorcée,1
allez,1
constater,1
rendant,1
récompensant,1
maires,1
prennent,1
multiplier,1
alternance,1
expériences,1
