mots,occurrences
année,4
fort,4
franc,4
injustic,3
france,3
bien,3
coûter,3
cher,3
peuple,3
libre,3
heureux,2
compatriote,2
commence,2
travail,2
nouveau,2
étape,2
court,2
voir,2
jour,2
croire,2
social,2
écouter,2
vivre,2
monde,2
demande,2
finit,1
moment,1
grave,1
joyeux,1
aimer,1
ensembl,1
unir,1
penser,1
souffrir,1
priver,1
espoir,1
malade,1
otage,1
pire,1
injustice,1
homme,1
falloir,1
commencer,1
compte,1
chemin,1
remarquer,1
annoncer,1
insistance,1
produire,1
pouvoir,1
contraire,1
inflation,1
abordon,1
meilleur,1
situation,1
ayon,1
connaître,1
chômage,1
cesser,1
croîtr,1
commerce,1
extérieur,1
acheter,1
vendre,1
étranger,1
équilibrer,1
tenir,1
place,1
monnaie,1
impôt,1
etat,1
diminuer,1
emprunt,1
obligatoire,1
rembourser,1
janvier,1
épargne,1
populaire,1
porte,1
tomber,1
ciel,1
résulter,1
effort,1
fier,1
français,1
protester,1
réforme,1
bénéficiaire,1
retraite,1
demander,1
pensent,1
prendre,1
noël,1
semaine,1
congé,1
payer,1
famille,1
salarier,1
smic,1
âgé,1
handicapé,1
aider,1
mieux,1
solidaire,1
continuer,1
lâchon,1
rampe,1
difficile,1
finir,1
gagner,1
autour,1
long,1
écraser,1
guerre,1
oppression,1
tyrannie,1
faison,1
veiller,1
joi,1
liberté,1
fête,1
traditionnel,1
mesure,1
vraiment,1
chance,1
puissance,1
militaire,1
occidental,1
engager,1
fond,1
construction,1
europe,1
tiers,1
trouver,1
rout,1
conduire,1
détent,1
élection,1
législatif,1
lieu,1
mois,1
occasion,1
débattre,1
normal,1
sain,1
démocratie,1
faire,1
vouloir,1
préserver,1
crise,1
économique,1
souhaiter,1
redressemer,1
mobiliser,1
force,1
unité,1
national,1
assurer,1
continuité,1
institution,1
volonté,1
bon,1
républiqu,1
