mots,occurrences
france,61
année,27
euro,23
pays,20
pris,19
nation,19
faire,18
grand,17
emploi,16
compatriotes,14
europe,13
prise,13
confiance,12
lutte,12
fort,12
travail,12
jeune,12
grande,12
réussi,12
social,12
voir,12
face,12
prises,11
entreprise,11
entreprises,10
publique,10
droit,10
cher,10
force,10
fier,10
national,10
prend,10
soir,9
français,9
jeunes,9
monde,9
nouvelle,9
pense,9
forme,9
nier,9
avenir,8
mois,8
devoir,8
etat,8
justice,8
droits,8
donne,8
responsabilité,8
cause,8
mille,8
plan,8
dernier,8
rendre,8
sens,7
priorité,7
nationale,7
demain,7
gouvernement,7
prendre,7
valeurs,7
solidarité,7
république,7
compte,7
famille,7
réforme,7
reste,7
jour,7
long,7
chômage,6
marc,6
service,6
décision,6
sociale,6
ouvert,6
donner,6
essentiel,6
société,6
bien,6
devons,6
engagement,6
état,6
choix,6
sécurité,6
personnes,6
liberté,6
prochain,6
jamais,6
histoire,6
vient,6
crois,6
fond,6
présente,5
croissance,5
connais,5
seul,5
avance,5
publics,5
investissement,5
mieux,5
réussir,5
forces,5
formation,5
embauche,5
sociaux,5
santé,5
condition,5
grandes,5
soldats,5
salue,5
syrie,5
commun,5
derniers,5
lutter,5
forte,5
génération,5
rang,5
armes,5
enfants,5
planète,5
mettre,5
sortir,5
économique,5
capable,5
engagé,5
puisse,5
patrie,5
climat,5
attentats,5
haine,5
mode,5
crise,4
résultat,4
décisions,4
première,4
effort,4
compétitivité,4
niveau,4
prochaine,4
réformes,4
maintenant,4
vite,4
désormais,4
davantage,4
objectif,4
espérance,4
peur,4
chance,4
fais,4
tenu,4
métropole,4
égalité,4
compris,4
dignité,4
défend,4
mali,4
menace,4
honneur,4
protection,4
réussite,4
intense,4
demande,4
principe,4
ailleurs,4
début,4
accord,4
simplifier,4
énergie,4
mise,4
numérique,4
respect,4
lois,4
afrique,4
irak,4
cherche,4
preuve,4
salarié,4
combat,4
préserver,4
paris,4
protéger,4
réuni,4
temps,4
défi,4
souffrance,4
unis,4
baisse,4
battre,4
zone,3
stabilité,3
talent,3
salariés,3
premier,3
retrouve,3
élection,3
comptes,3
demandé,3
assure,3
accompagné,3
pacte,3
impôt,3
investir,3
européen,3
fixé,3
suite,3
retraite,3
formés,3
ensemble,3
coûte,3
emplois,3
marché,3
professionnelle,3
activité,3
responsabilités,3
moderniser,3
étranger,3
démocratie,3
mission,3
mémoire,3
oublie,3
blessés,3
terroriste,3
familles,3
vivent,3
principes,3
situation,3
citoyens,3
porte,3
difficile,3
chômeur,3
revient,3
possible,3
école,3
accès,3
réduire,3
baisser,3
développement,3
réchauffement,3
climatique,3
industrie,3
verte,3
culture,3
réunir,3
vivre,3
négociable,3
avancer,3
paix,3
utilisation,3
soutien,3
travers,3
élus,3
