mots,occurrences
france,5
compatriotes,3
pays,3
rendez,3
paix,3
fraternité,2
voeux,2
aime,2
europe,2
main,2
part,2
jour,2
peuple,2
politique,2
temps,2
année,2
possible,2
voulu,2
sociale,2
soir,1
fêter,1
nouvel,1
pensée,1
invite,1
âgés,1
malades,1
famille,1
séparés,1
aiment,1
frappe,1
durement,1
victimes,1
chômage,1
pauvreté,1
nature,1
accablés,1
rôle,1
crois,1
exprimer,1
manque,1
liberté,1
plaît,1
discuter,1
opposer,1
forme,1
simplement,1
mieux,1
raisons,1
unis,1
avenir,1
désire,1
réfléchir,1
propose,1
première,1
atomique,1
grandes,1
puissances,1
monde,1
décident,1
faudra,1
veiller,1
équilibres,1
nécessaires,1
échoue,1
surarmement,1
reprendra,1
belle,1
gagnera,1
souhaitons,1
reagan,1
gorbatchev,1
réussissent,1
dégager,1
route,1
prêtons,1
signe,1
sagesse,1
espoir,1
guère,1
nulle,1
emporté,1
haine,1
creusé,1
pauvres,1
développés,1
oublions,1
décembre,1
élèvent,1
etats,1
communauté,1
tomberont,1
faire,1
millions,1
êtres,1
humains,1
marche,1
histoire,1
suppose,1
mobilisation,1
immédiate,1
forces,1
autour,1
volonté,1
dirigeants,1
européens,1
montrent,1
souhaite,1
ardemment,1
reprennent,1
donne,1
élan,1
saura,1
échéance,1
tenue,1
fixé,1
élection,1
présidentielle,1
acte,1
majeur,1
commune,1
français,1
prononcent,1
clairement,1
choix,1
essentiels,1
esprit,1
tolérance,1
établirai,1
liste,1
candidats,1
chargeront,1
observerai,1
religion,1
effort,1
initiative,1
création,1
concours,1
jeunesse,1
passera,1
savoir,1
formation,1
culture,1
république,1
démocratie,1
économique,1
signifie,1
responsabilités,1
travail,1
doivent,1
justement,1
partagés,1
solidarité,1
nationale,1
lois,1
protection,1
droit,1
exister,1
métropole,1
exclus,1
laissés,1
compte,1
bientôt,1
défendue,1
respectée,1
devoir,1
prémunir,1
témoigner,1
unité,1
profonde,1
abandon,1
principes,1
jamais,1
renier,1
propres,1
convictions,1
mois,1
viennent,1
prévoir,1
connaîtront,1
confiance,1
aidera,1
bonne,1
