mots,occurrences
france,35
année,32
crise,23
faire,20
euro,19
voir,19
travail,18
français,17
pense,17
monde,17
pays,16
venir,16
part,15
compatriotes,14
bien,14
europe,13
fond,13
forme,13
avenir,12
pris,12
emploi,11
confiance,10
face,10
urgence,10
justice,10
grand,10
fort,10
réforme,10
difficulté,10
davantage,9
économie,9
devons,9
cher,9
devoir,9
preuve,9
nouvel,9
nouvelle,8
difficultés,8
donner,8
temps,8
pouvoir,8
protéger,8
défi,8
effort,7
république,7
respect,7
financière,7
mieux,7
responsabilité,7
agir,7
épreuve,7
porte,7
soir,6
famille,6
valeurs,6
grande,6
intérêt,6
rendre,6
esprit,6
reste,6
réformes,6
penser,6
besoin,6
voeu,6
mesure,6
prises,6
nouveau,6
continuer,6
permet,6
mondial,6
seule,6
finance,6
réserve,5
pouvons,5
profond,5
années,5
jour,5
ferai,5
voulu,5
tenir,5
gouvernement,5
social,5
crois,5
achève,5
paix,5
politique,5
façon,5
solidarité,5
vient,5
mondiale,5
engage,5
prendre,5
courage,5
force,5
peine,5
présent,5
impose,4
adresse,4
travailler,4
soldats,4
doute,4
mois,4
changement,4
enfants,4
faite,4
compte,4
responsabilités,4
passé,4
engagement,4
vérité,4
coeur,4
mesures,4
permis,4
achat,4
jamais,4
service,4
conviction,4
homme,4
risque,4
perdu,4
difficile,4
souffrances,4
décide,4
grandes,4
connu,4
désormais,4
premier,4
plan,4
moyens,4
question,4
recherche,4
système,4
allons,4
voeux,4
éprouvé,4
partenaires,4
croissance,4
reprise,4
mise,4
protection,4
lourde,4
porter,4
tenu,4
forces,4
nation,4
commun,4
préserver,4
droit,4
portant,4
liberté,4
sujet,4
conscient,3
pensée,3
défendre,3
éprouvés,3
espérance,3
peines,3
pourra,3
efforts,3
sentiment,3
perdre,3
résolu,3
mettre,3
oeuvre,3
promesse,3
vieux,3
possible,3
françois,3
fillon,3
vite,3
rôle,3
voulons,3
énergie,3
résultats,3
première,3
fiscal,3
activité,3
universités,3
etat,3
attendent,3
environnement,3
puisse,3
parle,3
deuxième,3
essentiel,3
identité,3
civilisation,3
longtemps,3
appelle,3
financier,3
agit,3
union,3
redonner,3
durement,3
injustice,3
doivent,3
affronter,3
moment,3
économique,3
sorte,3
française,3
action,3
immobilisme,3
effets,3
changer,3
