mots,occurrences
franc,107
france,51
anne,46
francai,45
annee,43
bon,35
loi,33
voeu,30
ami,26
monde,26
souhait,26
voir,24
uni,24
souhaiter,23
pay,22
age,22
soir,21
vouloir,20
sen,19
pays,18
venir,17
francais,16
grand,16
bonheur,16
part,16
travail,15
adresse,14
famill,13
bien,13
unite,13
temps,12
heure,11
vivre,11
exprimer,11
faire,11
pouvoir,11
sant,11
liberte,10
paix,10
difficile,9
cher,9
année,9
probleme,8
adresser,8
rendre,8
confiance,8
fort,8
nier,8
difficulte,7
politique,7
moment,7
capable,7
main,7
famille,7
voeux,7
force,7
peuple,7
heureux,7
rang,7
crise,7
français,7
liberté,7
sortir,6
sentir,6
jeune,6
fraternit,6
apporter,6
activite,6
tenir,6
cherche,6
societ,6
simple,6
ensemble,5
societe,5
emploi,5
effort,5
fraternite,5
problemes,5
recherche,5
prendre,5
economie,5
nation,5
nord,5
penser,5
oublier,5
rencontre,5
president,5
rayonne,5
homm,5
passer,5
present,5
vrai,5
caus,5
accueil,5
republiqu,5
augmenter,5
solitude,4
presenter,4
conduire,4
mois,4
pourtant,4
date,4
femme,4
condition,4
travailleur,4
particulier,4
dernier,4
petit,4
cause,4
dirigeant,4
place,4
serrer,4
departement,4
fete,4
etat,4
connaître,4
commencer,4
servir,4
face,4
libre,4
compte,4
homme,4
mieux,4
travers,4
service,4
malheur,4
bonsoir,4
capacite,4
subir,4
fier,4
souvenir,4
guerre,4
jour,4
petrol,4
periode,4
achat,4
action,3
appartenir,3
commun,3
region,3
profession,3
election,3
apercevoir,3
personnel,3
sante,3
moderne,3
soin,3
demande,3
responsable,3
continuer,3
poser,3
mondial,3
compatriote,3
territoire,3
aller,3
etranger,3
debut,3
nouveau,3
ressentir,3
trait,3
produire,3
coeur,3
fonction,3
francaise,3
rayonnement,3
dimension,3
afriqu,3
agir,3
avantage,3
progre,3
cellule,3
croire,3
necessair,3
chomage,3
loin,3
prive,3
eloigne,3
aimer,3
succe,3
meilleur,3
histoire,3
garder,3
cours,3
devoir,3
signe,3
poursuivre,3
depend,3
sens,3
surmonter,3
republique,3
naturel,3
epargn,3
evolution,3
adaptation,3
entendre,3
avenir,3
emporter,3
chaleur,3
soiree,3
representer,3
inegalite,3
progrès,3
preparer,2
ennuyer,2
prochain,2
rappeler,2
religion,2
communaute,2
ailleurs,2
exterieur,2
traite,2
dignit,2
justice,2
permettre,2
repondre,2
ambition,2
assurer,2
ressource,2
presidentiell,2
sujet,2
autour,2
exemple,2
categorie,2
atteindre,2
entreprise,2
vivant,2
chaleureux,2
interroger,2
choisir,2
role,2
mesure,2
conciliation,2
solution,2
antille,2
recu,2
partie,2
accident,2
cruel,2
frappe,2
salut,2
espagnol,2
francophone,2
accueillir,2
misere,2
caractere,2
