mots,occurrences
franc,10
voir,9
emploi,8
année,7
confianc,7
pay,7
france,6
mettre,6
pays,6
fort,6
part,6
social,5
confiance,5
heure,5
faire,5
adapter,5
prendre,5
initiativ,5
vouloir,4
initiative,4
crise,4
venir,4
bien,4
devoir,4
français,4
nouveau,3
uni,3
travail,3
lutte,3
long,3
réforme,3
pouvoir,3
espoir,3
leçon,3
vrai,3
paix,3
monde,3
ensembl,3
dépendre,3
davantage,3
souhaiter,3
jour,3
main,3
européen,3
compatriote,2
ensemble,2
force,2
ambition,2
ministre,2
mener,2
difficile,2
gouvernement,2
entier,2
priorité,2
remettre,2
public,2
économie,2
chômage,2
entreprise,2
exclusion,2
cours,2
garantir,2
décider,2
protection,2
garder,2
traverser,2
face,2
quotidien,2
doute,2
porte,2
tirer,2
poser,2
jamais,2
comprendre,2
mobilisation,2
énergie,2
dialogue,2
progrès,2
responsabilité,2
appeler,2
esprit,2
solidarité,2
simplement,2
preuve,2
donner,2
grand,2
créer,2
mieux,2
partie,2
demander,2
bon,2
veiller,2
homme,2
avenir,2
soir,2
histoire,2
message,2
nation,2
chemin,2
dernier,1
respectueux,1
pacte,1
républicain,1
service,1
hommage,1
action,1
courageux,1
circonstance,1
particulièrement,1
mois,1
finance,1
ordre,1
construire,1
créateur,1
richesse,1
durée,1
contrat,1
aidon,1
petit,1
moyen,1
développer,1
inséparable,1
refuser,1
fracture,1
programme,1
millier,1
logement,1
démunir,1
prestation,1
autonomie,1
âgé,1
dépendant,1
détruire,1
léguer,1
enfant,1
efficace,1
accessible,1
attendre,1
péril,1
sécurité,1
gardien,1
facile,1
rappeler,1
intérêt,1
particulier,1
lumière,1
inquiétude,1
différé,1
révéler,1
manqu,1
éloigné,1
réalité,1
réponse,1
accroissement,1
contribution,1
éveiller,1
élection,1
naître,1
décevoir,1
gouverner,1
aujourd,1
esquiver,1
problème,1
pansement,1
blessure,1
soigner,1
demain,1
délai,1
systèm,1
compte,1
bouger,1
défense,1
éducation,1
contrainte,1
compétitition,1
planétaire,1
susciter,1
changer,1
considération,1
explication,1
habitude,1
concertation,1
retrouver,1
interlocuteur,1
syndicat,1
organisation,1
professionnel,1
association,1
apprenion,1
écouter,1
réformer,1
négocier,1
aménagement,1
réduction,1
temps,1
embauch,1
insertion,1
jeune,1
espéranc,1
révélateur,1
semaine,1
montrer,1
exemplaire,1
million,1
lever,1
déployer,1
imagination,1
volonter,1
arriver,1
saluer,1
sérénité,1
moment,1
attentat,1
frapper,1
peuple,1
fier,1
croissance,1
effort,1
atout,1
puissance,1
économique,1
sain,1
compétitif,1
meilleur,1
qualifié,1
orienter,1
pied,1
étrier,1
encourager,1
formidable,1
capacité,1
adaptation,1
chance,1
mobiliser,1
mesure,1
relancer,1
investissement,1
soutenir,1
activité,1
recourir,1
augmentation,1
impôt,1
diminuer,1
supposer,1
vigoureux,1
etat,1
joue,1
rôle,1
important,1
respecter,1
prouver,1
yougoslavi,1
rétablir,1
continent,1
europe,1
nécessaire,1
place,1
union,1
attentif,1
répondre,1
coeur,1
projet,1
commun,1
insistance,1
partenaire,1
conseil,1
madrid,1
raison,1
douter,1
souffrir,1
femme,1
profond,1
détresse,1
penser,1
soumettre,1
parlement,1
attaquer,1
racine,1
faveur,1
quartier,1
difficulté,1
favoriser,1
fraternelle,1
aborder,1
héritier,1
libre,1
envier,1
épreuve,1
forger,1
identité,1
préserver,1
assumer,1
ferme,1
loin,1
iron,1
porteur,1
fraternité,1
justice,1
regarder,1
passer,1
sombre,1
glorieux,1
fidèle,1
défendre,1
choisir,1
soirée,1
voeux,1
chaleureusement,1
serein,1
heureux,1
début,1
