mots,occurrences
pays,5
compatriotes,4
social,4
année,3
peuples,3
europe,3
paix,3
ouvert,3
grand,3
tour,3
sociale,3
nation,3
france,3
république,3
aura,2
chômage,2
liberté,2
tandis,2
loin,2
chose,2
exemples,2
économique,2
soldats,2
heure,2
emploi,2
français,2
reprise,2
temps,2
venu,2
choisi,2
bien,2
première,2
sécurité,2
aime,2
ordre,2
algérie,2
vivent,2
noire,1
sociétés,1
occidentales,1
bientôt,1
frappe,1
millions,1
familles,1
interdit,1
jeunesse,1
espérer,1
pose,1
niveaux,1
secteurs,1
siècle,1
inégalités,1
conduit,1
longtemps,1
attendue,1
douter,1
ouest,1
vivre,1
logique,1
implacable,1
faibles,1
ancienne,1
soviétique,1
continuer,1
disloquer,1
guerre,1
misère,1
désordre,1
engendrent,1
avivent,1
haines,1
raciales,1
laissera,1
images,1
sang,1
mort,1
sarajevo,1
martyrisés,1
regard,1
constater,1
autour,1
planète,1
multiplient,1
exaspèrent,1
tragique,1
revenue,1
cambodge,1
apartheid,1
dialogue,1
israël,1
palestiniens,1
union,1
européenne,1
donne,1
besoin,1
commence,1
apercevoir,1
grandes,1
tenir,1
admirable,1
découverte,1
savants,1
secrets,1
fusée,1
ariane,1
conquête,1
espace,1
ouverture,1
manche,1
beauté,1
louvre,1
techniques,1
présentes,1
font,1
quatrième,1
puissance,1
monde,1
solidité,1
monnaie,1
forte,1
enviée,1
surmonté,1
bourrasques,1
courage,1
risquent,1
service,1
choisir,1
lille,1
airbus,1
terre,1
escale,1
records,1
aimerais,1
efforts,1
soient,1
domaines,1
organisation,1
conditions,1
logement,1
protection,1
causes,1
angoisse,1
nombre,1
oublier,1
lutte,1
sida,1
insupportable,1
assister,1
enrichissement,1
puissantes,1
entreprises,1
ouvriers,1
cadres,1
assurent,1
succès,1
moment,1
brutalement,1
licenciés,1
économie,1
cohésion,1
annonce,1
amorcera,1
garantit,1
patronales,1
syndicats,1
travailleurs,1
établir,1
ensemble,1
bases,1
nouveau,1
contrat,1
etat,1
aider,1
coeur,1
espère,1
cesse,1
lugubre,1
course,1
licenciements,1
salariés,1
mois,1
mars,1
dernier,1
assemblée,1
nationale,1
nouvelle,1
majorité,1
politique,1
pierre,1
bérégovoy,1
mémoire,1
chère,1
premier,1
ministre,1
edouard,1
balladur,1
tâche,1
modifié,1
choses,1
veiller,1
extérieure,1
unité,1
soir,1
redire,1
manquerai,1
noble,1
histoire,1
révolution,1
déclaration,1
droits,1
homme,1
tourne,1
espoir,1
opprimés,1
haute,1
tradition,1
parlons,1
langage,1
progrès,1
reconnaît,1
vois,1
injustice,1
pense,1
recule,1
constitution,1
premières,1
lignes,1
indivisible,1
laïque,1
respectons,1
mots,1
côtés,1
périls,1
pressent,1
déchirée,1
balkans,1
liste,1
close,1
craindre,1
pire,1
chance,1
écouté,1
nations,1
souhaite,1
élargisse,1
continent,1
entier,1
zone,1
voeu,1
exprime,1
ajoute,1
adresse,1
pensée,1
particulière,1
inondations,1
logis,1
seuls,1
malades,1
sentent,1
exclus,1
menace,1
demande,1
unis,1
solidaires,1
réponse,1
bonne,1
heureuse,1
