mots,occurrences
franc,34
france,33
voir,28
année,25
loi,22
bien,19
uni,17
mond,16
patri,16
bon,15
europ,15
français,14
nouveau,14
vivre,13
pay,13
politique,12
nation,12
travail,12
fort,12
souhait,12
faire,11
venir,11
compatriote,11
ami,11
rendre,11
porte,11
art,11
main,11
mieux,10
grand,10
peuple,10
monde,10
forme,10
souhaite,9
droit,9
paix,9
jeune,9
social,9
réform,9
porter,9
ensembl,9
jour,9
part,9
souhaiter,8
pouvoir,8
gouvernement,8
national,8
etat,8
force,8
temp,8
voeu,8
cher,8
poser,8
vouloir,7
pays,7
pauvre,7
chômage,7
réforme,7
commun,7
unir,7
famill,7
républiqu,7
difficile,7
aid,7
europe,7
libre,7
croi,7
gagne,7
temps,6
prendre,6
falloir,6
liberté,6
sécurité,6
mois,6
produire,6
effort,6
sort,6
connaître,6
espoir,6
crise,6
pris,6
montr,6
savoir,6
soin,6
fond,6
entend,6
tenir,6
histoire,5
proposer,5
besoin,5
moyen,5
inflation,5
gagner,5
cesser,5
devoir,5
assurer,5
défense,5
objectif,5
volonté,5
tiers,5
soir,5
souffr,5
urs,5
équilibr,5
démocratie,5
montrer,5
permettre,4
aide,4
public,4
rang,4
formation,4
condition,4
donne,4
confiance,4
repris,4
patrie,4
puissance,4
jamais,4
aujourd,4
solidarité,4
entendre,4
métropol,4
extérieur,4
homme,4
continuer,4
réussir,4
autour,4
équilibre,4
esprit,4
sach,4
lier,4
tolérance,4
ider,4
grave,4
heur,4
fier,4
reprendre,4
laisse,4
injustic,4
prise,4
jeuness,4
métropole,3
recul,3
laisser,3
assembler,3
élection,3
entreprendr,3
économique,3
département,3
région,3
unité,3
pari,3
promettre,3
économie,3
handicapé,3
petit,3
oublier,3
champ,3
semaine,3
cumul,3
emploi,3
travailleur,3
femme,3
entreprise,3
salarier,3
mobiliser,3
meilleur,3
choix,3
emporter,3
sortir,3
communauté,3
écouter,3
répéter,3
lutte,3
ordre,3
solitud,3
souffrir,3
action,3
tradition,3
voeux,3
occasion,3
amériqu,3
vérité,3
avenir,3
jeunesse,3
rassembl,3
enfant,3
âgé,3
justice,3
charge,3
responsabilité,3
moderne,3
mesure,3
ensemble,3
place,3
supporter,3
bientôt,3
heure,3
intérêt,3
frappe,3
famille,3
pauvreter,3
vite,3
mission,3
pire,3
forcer,3
aimer,3
penser,3
compte,3
croire,3
coûter,3
long,3
fête,3
rout,3
inutile,3
nature,3
industrie,3
constat,3
culture,3
trac,2
charger,2
conduire,2
concours,2
dernier,2
réduire,2
domination,2
individu,2
respect,2
largement,2
propre,2
nécessaire,2
croissance,2
allocation,2
achat,2
impôt,2
société,2
étendre,2
renforcer,2
ville,2
prochain,2
janvier,2
salair,2
reconnaître,2
collectif,2
pierre,2
attend,2
initiative,2
peser,2
agir,2
industriel,2
marché,2
intérieur,2
étranger,2
péril,2
accumuler,2
cadre,2
construction,2
armer,2
désarmement,2
maintenir,2
dangereux,2
partager,2
confondre,2
désir,2
aspiration,2
européen,2
faim,2
passer,2
mondial,2
dépendre,2
constater,2
parole,2
chagrin,2
fêter,2
aggrave,2
total,2
dépit,2
réussite,2
