mots,occurrences
emploi,11
année,7
franc,7
nouveau,6
social,6
france,5
mobiliser,5
français,5
donner,5
droit,4
devoir,4
heureux,3
aujourd,3
activité,3
priorité,3
objectif,3
prise,3
nation,3
école,3
compatriote,2
bon,2
pensée,2
fond,2
équipe,2
monde,2
orient,2
responsabilité,2
continuer,2
sens,2
difficulté,2
jamais,2
europe,2
service,2
partenaire,2
grand,2
oublier,2
prévention,2
indispensable,2
route,2
charge,2
effort,2
parti,2
jeune,2
atout,2
économique,2
gouvernement,2
passer,2
action,2
pierre,2
ouvrir,2
entreprise,2
poursuivre,2
chance,2
systèm,2
tendre,2
lancer,2
souhaiter,2
soir,1
réveillon,1
partager,1
joie,1
retrouver,1
malade,1
peine,1
fraternel,1
espérance,1
solidarité,1
toucher,1
incendie,1
inondation,1
drame,1
frontière,1
particulier,1
terre,1
iran,1
médical,1
secour,1
pied,1
marquer,1
instabilité,1
tension,1
guerre,1
irak,1
terrorisme,1
attentat,1
violence,1
trouble,1
côt,1
ivoir,1
assumer,1
fortement,1
paix,1
respect,1
agir,1
émailler,1
arrêter,1
porter,1
ambition,1
citoyen,1
relever,1
défi,1
précédent,1
doter,1
élargir,1
allemagn,1
entendre,1
poste,1
projet,1
terme,1
naturellement,1
épreuve,1
douloureux,1
canicule,1
système,1
alerte,1
conduire,1
engager,1
réforme,1
achever,1
important,1
insécurité,1
progresser,1
reculer,1
retraite,1
menacer,1
sauvegarder,1
élevé,1
commencer,1
dépense,1
etat,1
galoper,1
stabiliser,1
assouplir,1
permettre,1
enjeu,1
tirer,1
meilleur,1
remettre,1
présent,1
bord,1
puissance,1
condition,1
progrè,1
concilier,1
économie,1
moderne,1
besoin,1
moyen,1
demander,1
jean,1
raffarin,1
début,1
faire,1
voter,1
parlement,1
mobilisation,1
plein,1
mesure,1
entreprendre,1
alléger,1
procédure,1
inutile,1
excessif,1
dynamisme,1
susciter,1
sorte,1
embaucher,1
relancer,1
équipement,1
infrastructure,1
durable,1
politique,1
défense,1
industrie,1
second,1
salarié,1
sortir,1
prématurément,1
renforcer,1
licenciement,1
plan,1
reclassement,1
salarier,1
petit,1
modernison,1
public,1
répondre,1
entrée,1
actif,1
véritable,1
formation,1
laisser,1
solution,1
accompagnement,1
bousculer,1
conservatisme,1
parvenir,1
femme,1
homme,1
héler,1
loin,1
exigence,1
justice,1
guider,1
cohésion,1
mois,1
appel,1
assurance,1
maladie,1
péril,1
consolider,1
modernisation,1
santé,1
hôpital,1
édifice,1
créer,1
caisse,1
national,1
autonomie,1
mieux,1
aider,1
âgé,1
dépendant,1
place,1
briser,1
ghetto,1
main,1
sentir,1
écart,1
raison,1
situation,1
redonner,1
laïcité,1
généreux,1
harmonie,1
réaffirmer,1
égalité,1
éducation,1
moment,1
avenir,1
enfant,1
orientation,1
savoir,1
rassembler,1
autour,1
impossible,1
métropole,1
étranger,1
engagement,1
esprit,1
horizon,1
éclaircir,1
pays,1
chemin,1
fier,1
puissant,1
solidaire,1
république,1
