mots,occurrences
franc,35
europ,33
emploi,28
année,23
europe,23
france,22
venir,22
faire,21
part,18
action,17
nation,17
social,17
compatriote,15
français,15
monde,15
mettre,15
nouveau,14
avenir,14
ami,13
républiqu,13
gouvernement,12
réforme,12
service,11
respect,11
pris,11
uni,11
pouvoir,10
paix,10
fort,10
travail,10
fond,10
société,10
pay,10
engager,9
projet,9
parti,9
prise,9
croissanc,9
donne,9
porte,9
solidarité,8
rang,8
croissance,8
chance,8
force,8
droit,8
mobiliser,8
donner,8
république,8
reprise,8
iter,8
entreprise,7
européen,7
aujourd,7
grand,7
pays,7
permettre,7
école,7
place,7
étranger,7
activité,7
atout,7
industrie,7
main,7
fier,7
avance,7
métropol,7
porter,6
justice,6
besoin,6
dynamisme,6
victime,6
public,6
exigence,6
métropole,6
enjeu,6
aide,6
mondial,6
heureux,5
sécurité,5
économie,5
esprit,5
vivre,5
violence,5
difficulté,5
effort,5
poursuivre,5
responsabilité,5
bon,5
systèm,5
avancer,5
enfant,5
mois,5
soir,5
jamais,5
partenaire,5
économique,5
progrè,5
ouvrir,5
plein,5
devoir,5
tendre,5
point,5
former,5
prendre,5
baisse,5
vouloir,5
aller,5
industriel,5
lutte,5
bat,5
famille,4
exprimer,4
rassemblement,4
national,4
pierre,4
progrès,4
énergie,4
intérêt,4
réussir,4
agir,4
retraite,4
environnement,4
preuve,4
mieux,4
retrouver,4
pensée,4
continuer,4
sens,4
ambition,4
charge,4
priorité,4
jeune,4
moyen,4
politique,4
renforcer,4
plan,4
véritable,4
aider,4
lancer,4
profond,4
innovation,4
nature,4
chômage,4
demande,4
gagner,4
source,4
mondialisation,4
construction,4
recherch,4
occasion,3
saluer,3
peine,3
changement,3
jean,3
raffarin,3
autorité,3
bien,3
confiance,3
menace,3
guerre,3
savoir,3
entier,3
essentiel,3
sentir,3
collectif,3
différence,3
mobilisation,3
préparer,3
changer,3
indispensable,3
autour,3
nécessaire,3
modernisation,3
mener,3
pleinement,3
ensemble,3
recherche,3
résoudre,3
unir,3
coeur,3
souhaiter,3
particulier,3
marquer,3
orient,3
défi,3
oublier,3
progresser,3
route,3
meilleur,3
objectif,3
bord,3
passer,3
mesure,3
répondre,3
formation,3
appel,3
maladie,3
laïcité,3
aimer,3
soutien,3
