mots,occurrences
république,8
france,6
allons,6
europe,6
emploi,5
mondialisation,4
projet,4
faire,4
atout,4
compatriotes,3
année,3
mois,3
action,3
fier,3
lutte,3
pouvoir,3
lieu,3
avenir,3
industrielle,3
métropole,2
étranger,2
pense,2
service,2
société,2
arrière,2
plan,2
système,2
énergie,2
innovation,2
croissance,2
baisse,2
gagner,2
bataille,2
agir,2
respect,2
intensifier,2
réussir,2
travail,2
école,2
ouvrir,2
partie,2
sociale,2
aujourd,2
entreprise,2
partenaires,2
construction,2
européen,2
seuil,1
adresse,1
voeux,1
instants,1
fête,1
connaissent,1
maladie,1
solitude,1
peine,1
soldats,1
continents,1
paix,1
famille,1
planche,1
pouvoirs,1
publics,1
pleinement,1
mobilisés,1
libération,1
exprimer,1
tensions,1
interrogations,1
référendum,1
crise,1
banlieues,1
portent,1
question,1
rester,1
monde,1
change,1
manière,1
accélérée,1
succès,1
airbus,1
ariane,1
navigation,1
satellite,1
galileo,1
iter,1
futur,1
pays,1
porté,1
pointe,1
mondiale,1
repartie,1
marqué,1
points,1
face,1
chômage,1
fléau,1
source,1
difficultés,1
malheurs,1
blocages,1
chômeurs,1
preuve,1
réformes,1
profondeur,1
engagées,1
gouvernement,1
commencent,1
porter,1
fruits,1
aller,1
croire,1
devons,1
retrouver,1
sens,1
profondément,1
moderne,1
patriotisme,1
aimer,1
accélérer,1
collectif,1
inventer,1
vivre,1
principes,1
actes,1
fondement,1
règles,1
violence,1
délinquance,1
lutter,1
vigoureusement,1
immigration,1
clandestine,1
réformer,1
justice,1
jamais,1
outreau,1
puisse,1
reproduire,1
coeur,1
volonté,1
talent,1
origine,1
progresser,1
entravé,1
barrière,1
castes,1
privilèges,1
mieux,1
aider,1
établissements,1
besoin,1
réussite,1
largement,1
portes,1
universités,1
écoles,1
enfants,1
milieux,1
modestes,1
honneur,1
habitants,1
quartiers,1
égalité,1
chances,1
intransigeants,1
idéaux,1
refus,1
communautarisme,1
laïcité,1
discriminations,1
racisme,1
antisémitisme,1
libérés,1
abaisse,1
salit,1
discorde,1
diversité,1
histoire,1
esprit,1
emplois,1
voulons,1
renforcer,1
atouts,1
haut,1
niveau,1
protection,1
chantier,1
financement,1
licencie,1
paye,1
charges,1
favorise,1
entreprises,1
emploient,1
sociaux,1
instaurer,1
véritable,1
sécurisation,1
fondée,1
droit,1
accompagnement,1
formation,1
long,1
gagnerons,1
allant,1
confrontés,1
simultanément,1
industrielles,1
majeures,1
pétrole,1
siècle,1
numérique,1
décidé,1
priorités,1
pionnière,1
agira,1
entraîner,1
européens,1
essentielle,1
accord,1
budget,1
démocratiques,1
stables,1
efficaces,1
attendre,1
prendrai,1
rapidement,1
initiatives,1
relancer,1
politique,1
projets,1
défis,1
auxquels,1
confrontée,1
forte,1
réponse,1
ambition,1
fraternité,1
rassemblement,1
